Messstelle 3241 9879, Grundwasserstand in m über NHN92
22.10.2003;     28,07
01.11.2003;     28,07
08.11.2003;     28,06
15.11.2003;     28,06
22.11.2003;     28,06
01.12.2003;     28,05
08.12.2003;     28,06
15.12.2003;     28,06
22.12.2003;     28,07
01.01.2004;     28,07
08.01.2004;     28,09
15.01.2004;     28,12
22.01.2004;     28,14
01.02.2004;     28,21
08.02.2004;     28,29
15.02.2004;     28,34
22.02.2004;     28,37
01.03.2004;     28,41
08.03.2004;     28,42
15.03.2004;     28,43
22.03.2004;     28,42
01.04.2004;     28,42
08.04.2004;     28,41
15.04.2004;     28,40
22.04.2004;     28,38
01.05.2004;     28,36
08.05.2004;     28,34
15.05.2004;     28,32
22.05.2004;     28,30
01.06.2004;     28,27
08.06.2004;     28,25
15.06.2004;     28,24
22.06.2004;     28,22
01.07.2004;     28,21
08.07.2004;     28,19
15.07.2004;     28,20
22.07.2004;     28,19
01.08.2004;     28,19
08.08.2004;     28,19
15.08.2004;     28,17
22.08.2004;     28,15
01.09.2004;     28,14
08.09.2004;     28,13
15.09.2004;     28,12
22.09.2004;     28,11
01.10.2004;     28,10
08.10.2004;     28,09
15.10.2004;     28,09
22.10.2004;     28,08
01.11.2004;     28,08
08.11.2004;     28,08
15.11.2004;     28,07
22.11.2004;     28,07
01.12.2004;     28,07
08.12.2004;     28,08
15.12.2004;     28,09
22.12.2004;     28,08
01.01.2005;     28,08
08.01.2005;     28,09
15.01.2005;     28,08
22.01.2005;     28,10
01.02.2005;     28,12
08.02.2005;     28,14
15.02.2005;     28,18
22.02.2005;     28,22
01.03.2005;     28,27
08.03.2005;     28,29
15.03.2005;     28,31
22.03.2005;     28,33
01.04.2005;     28,35
08.04.2005;     28,36
15.04.2005;     28,37
22.04.2005;     28,37
01.05.2005;     28,34
08.05.2005;     28,33
15.05.2005;     28,33
22.05.2005;     28,32
01.06.2005;     28,30
08.06.2005;     28,29
15.06.2005;     28,28
22.06.2005;     28,25
01.07.2005;     28,23
08.07.2005;     28,23
15.07.2005;     28,22
22.07.2005;     28,22
01.08.2005;     28,24
08.08.2005;     28,25
15.08.2005;     28,25
22.08.2005;     28,25
01.09.2005;     28,22
08.09.2005;     28,19
15.09.2005;     28,17
22.09.2005;     28,16
01.10.2005;     28,14
08.10.2005;     28,12
15.10.2005;     28,11
22.10.2005;     28,12
01.11.2005;     28,10
08.11.2005;     28,09
15.11.2005;     28,09
22.11.2005;     28,10
01.12.2005;     28,10
08.12.2005;     28,10
15.12.2005;     28,11
22.12.2005;     28,12
01.01.2006;     28,13
08.01.2006;     28,14
15.01.2006;     28,15
22.01.2006;     28,17
01.02.2006;     28,18
08.02.2006;     28,19
15.02.2006;     28,24
22.02.2006;     28,26
01.03.2006;     28,33
08.03.2006;     28,36
15.03.2006;     28,37
22.03.2006;     28,40
01.04.2006;     28,43
08.04.2006;     28,46
15.04.2006;     28,49
22.04.2006;     28,50
01.05.2006;     28,52
08.05.2006;     28,52
15.05.2006;     28,50
22.05.2006;     28,47
01.06.2006;     28,45
08.06.2006;     28,43
15.06.2006;     28,41
22.06.2006;     28,38
01.07.2006;     28,36
08.07.2006;     28,33
15.07.2006;     28,31
22.07.2006;     28,28
01.08.2006;     28,25
08.08.2006;     28,22
15.08.2006;     28,20
22.08.2006;     28,18
01.09.2006;     28,17
08.09.2006;     28,16
15.09.2006;     28,15
22.09.2006;     28,13
01.10.2006;     28,11
08.10.2006;     28,10
15.10.2006;     28,08
22.10.2006;     28,07
01.11.2006;     28,07
08.11.2006;     28,06
15.11.2006;     28,06
22.11.2006;     28,05
01.12.2006;     28,04
08.12.2006;     28,03
15.12.2006;     28,04
22.12.2006;     28,03
01.01.2007;     28,03
08.01.2007;     28,03
15.01.2007;     28,03
22.01.2007;     28,08
01.02.2007;     28,15
08.02.2007;     28,19
15.02.2007;     28,22
22.02.2007;     28,27
03.03.2007;     28,32
10.03.2007;     28,38
17.03.2007;     28,39
24.03.2007;     28,42
01.04.2007;     28,44
08.04.2007;     28,45
15.04.2007;     28,46
22.04.2007;     28,45
02.05.2007;     28,39
09.05.2007;     28,39
16.05.2007;     28,39
23.05.2007;     28,40
01.06.2007;     28,40
08.06.2007;     28,41
16.06.2007;     28,39
22.06.2007;     28,44
01.07.2007;     28,54
08.07.2007;     28,55
15.07.2007;     28,56
22.07.2007;     28,57
01.08.2007;     28,63
08.08.2007;     28,70
15.08.2007;     28,67
24.08.2007;     28,64
01.09.2007;     28,62
08.09.2007;     28,60
15.09.2007;     28,57
22.09.2007;     28,54
01.10.2007;     28,56
07.10.2007;     28,58
14.10.2007;     28,57
21.10.2007;     28,55
02.11.2007;     28,49
08.11.2007;     28,52
15.11.2007;     28,53
22.11.2007;     28,55
01.12.2007;     28,57
08.12.2007;     28,59
15.12.2007;     28,61
22.12.2007;     28,64
01.01.2008;     28,63
09.01.2008;     28,63
16.01.2008;     28,62
23.01.2008;     28,77
02.02.2008;     28,96
09.02.2008;     28,97
16.02.2008;     28,96
23.02.2008;     28,95
01.03.2008;     28,95
08.03.2008;     28,95
15.03.2008;     28,96
22.03.2008;     28,98
01.04.2008;     28,98
08.04.2008;     29,01
15.04.2008;     29,03
22.04.2008;     29,05
01.05.2008;     29,01
08.05.2008;     28,97
15.05.2008;     28,91
22.05.2008;     28,85
01.06.2008;     28,78
08.06.2008;     28,72
15.06.2008;     28,67
22.06.2008;     28,63
01.07.2008;     28,58
08.07.2008;     28,54
15.07.2008;     28,52
22.07.2008;     28,50
01.08.2008;     28,47
08.08.2008;     28,45
15.08.2008;     28,41
22.08.2008;     28,40
01.09.2008;     28,39
08.09.2008;     28,37
15.09.2008;     28,36
22.09.2008;     28,34
01.10.2008;     28,32
08.10.2008;     28,31
15.10.2008;     28,31
22.10.2008;     28,31
01.11.2008;     28,30
09.11.2008;     28,33
15.11.2008;     28,32
22.11.2008;     28,33
01.12.2008;     28,36
08.12.2008;     28,39
15.12.2008;     28,43
22.12.2008;     28,45
01.01.2009;     28,46
08.01.2009;     28,45
15.01.2009;     28,46
22.01.2009;     28,46
01.02.2009;     28,45
08.02.2009;     28,46
15.02.2009;     28,45
22.02.2009;     28,47
01.03.2009;     28,49
08.03.2009;     28,52
15.03.2009;     28,55
22.03.2009;     28,59
01.04.2009;     28,60
08.04.2009;     28,58
15.04.2009;     28,57
22.04.2009;     28,56
01.05.2009;     28,51
08.05.2009;     28,46
15.05.2009;     28,43
22.05.2009;     28,39
01.06.2009;     28,36
08.06.2009;     28,33
15.06.2009;     28,32
22.06.2009;     28,31
01.07.2009;     28,29
08.07.2009;     28,27
15.07.2009;     28,24
21.07.2009;     28,24
01.08.2009;     28,22
08.08.2009;     28,20
15.08.2009;     28,18
22.08.2009;     28,17
01.09.2009;     28,14
08.09.2009;     28,12
15.09.2009;     28,10
22.09.2009;     28,09
01.10.2009;     28,07
08.10.2009;     28,08
15.10.2009;     28,08
22.10.2009;     28,09
01.11.2009;     28,09
08.11.2009;     28,12
15.11.2009;     28,16
22.11.2009;     28,19
01.12.2009;     28,23
10.12.2009;     28,28
15.12.2009;     28,31
22.12.2009;     28,35
01.01.2010;     28,39
08.01.2010;     28,41
15.01.2010;     28,42
22.01.2010;     28,43
31.01.2010;     28,43
07.02.2010;     28,42
14.02.2010;     28,43
21.02.2010;     28,43
28.02.2010;     28,44
07.03.2010;     28,49
14.03.2010;     28,53
21.03.2010;     28,56
01.04.2010;     28,60
08.04.2010;     28,64
15.04.2010;     28,64
22.04.2010;     28,65
01.05.2010;     28,62
08.05.2010;     28,60
15.05.2010;     28,58
22.05.2010;     28,66
01.06.2010;     28,67
08.06.2010;     28,70
15.06.2010;     28,68
22.06.2010;     28,64
01.07.2010;     28,57
08.07.2010;     28,52
15.07.2010;     28,46
22.07.2010;     28,42
01.08.2010;     28,37
08.08.2010;     28,37
15.08.2010;     28,35
22.08.2010;     28,35
01.09.2010;     28,43
08.09.2010;     28,54
15.09.2010;     28,59
26.09.2010;     28,63
03.10.2010;     28,77
10.10.2010;     28,81
17.10.2010;     28,80
24.10.2010;     28,79
03.11.2010;     28,74
08.11.2010;     28,79
15.11.2010;     28,79
22.11.2010;     28,84
03.12.2010;     28,89
08.12.2010;     28,89
15.12.2010;     28,90
22.12.2010;     28,91
01.01.2011;     28,92
08.01.2011;     28,94
15.01.2011;     29,05
22.01.2011;     29,14
02.02.2011;     29,16
08.02.2011;     29,18
15.02.2011;     29,23
21.02.2011;     29,20
01.03.2011;     29,15
08.03.2011;     29,13
15.03.2011;     29,06
21.03.2011;     29,04
02.04.2011;     29,01
09.04.2011;     28,95
16.04.2011;     28,93
23.04.2011;     28,90
01.05.2011;     28,86
08.05.2011;     28,81
16.05.2011;     28,78
22.05.2011;     28,75
01.06.2011;     28,72
08.06.2011;     28,69
15.06.2011;     28,66
22.06.2011;     28,63
01.07.2011;     28,61
08.07.2011;     28,79
15.07.2011;     28,84
22.07.2011;     28,89
02.08.2011;     29,00
08.08.2011;     29,04
15.08.2011;     29,06
22.08.2011;     29,05
01.09.2011;     29,00
08.09.2011;     28,93
15.09.2011;     28,92
22.09.2011;     28,88
01.10.2011;     28,85
08.10.2011;     28,80
15.10.2011;     28,78
23.10.2011;     28,76
01.11.2011;     28,74
08.11.2011;     28,71
15.11.2011;     28,70
23.11.2011;     28,67
02.12.2011;     28,67
09.12.2011;     28,66
16.12.2011;     28,69
22.12.2011;     28,72
01.01.2012;     28,77
08.01.2012;     28,79
15.01.2012;     28,81
22.01.2012;     28,88
01.02.2012;     28,91
08.02.2012;     28,91
15.02.2012;     28,90
22.02.2012;     28,90
01.03.2012;     28,93
07.03.2012;     28,95
14.03.2012;     28,93
22.03.2012;     28,91
01.04.2012;     28,86
08.04.2012;     28,82
16.04.2012;     28,77
23.04.2012;     28,75
02.05.2012;     28,70
09.05.2012;     28,68
15.05.2012;     28,65
21.05.2012;     28,63
02.06.2012;     28,58
08.06.2012;     28,56
15.06.2012;     28,53
22.06.2012;     28,51
01.07.2012;     28,49
08.07.2012;     28,47
16.07.2012;     28,45
22.07.2012;     28,44
02.08.2012;     28,42
08.08.2012;     28,40
15.08.2012;     28,39
22.08.2012;     28,37
02.09.2012;     28,34
08.09.2012;     28,32
17.09.2012;     28,30
23.09.2012;     28,28
01.10.2012;     28,27
08.10.2012;     28,27
14.10.2012;     28,28
21.10.2012;     28,26
02.11.2012;     28,26
09.11.2012;     28,25
16.11.2012;     28,25
22.11.2012;     28,24
01.12.2012;     28,23
08.12.2012;     28,23
15.12.2012;     28,26
22.12.2012;     28,25
02.01.2013;     28,31
08.01.2013;     28,35
15.01.2013;     28,43
22.01.2013;     28,48
02.02.2013;     28,52
09.02.2013;     28,58
16.02.2013;     28,61
23.02.2013;     28,64
02.03.2013;     28,66
09.03.2013;     28,67
15.03.2013;     28,68
21.03.2013;     28,68
01.04.2013;     28,67
08.04.2013;     28,67
15.04.2013;     28,68
22.04.2013;     28,70
01.05.2013;     28,67
08.05.2013;     28,65
15.05.2013;     28,62
22.05.2013;     28,58
02.06.2013;     28,58
08.06.2013;     28,57
16.06.2013;     28,53
23.06.2013;     28,50
01.07.2013;     28,48
08.07.2013;     28,46
15.07.2013;     28,44
22.07.2013;     28,41
01.08.2013;     28,37
08.08.2013;     28,34
15.08.2013;     28,32
22.08.2013;     28,30
01.09.2013;     28,27
10.09.2013;     28,25
15.09.2013;     28,25
23.09.2013;     28,24
01.10.2013;     28,23
08.10.2013;     28,22
15.10.2013;     28,25
22.10.2013;     28,32
01.11.2013;     28,34
08.11.2013;     28,35
14.11.2013;     28,36
21.11.2013;     28,39
02.12.2013;     28,43
09.12.2013;     28,46
15.12.2013;     28,48
23.12.2013;     28,52
01.01.2014;     28,53
09.01.2014;     28,55
15.01.2014;     28,56
21.01.2014;     28,57
01.02.2014;     28,58
07.02.2014;     28,58
14.02.2014;     28,59
21.02.2014;     28,59
01.03.2014;     28,59
08.03.2014;     28,57
16.03.2014;     28,55
23.03.2014;     28,53
01.04.2014;     28,51
08.04.2014;     28,48
15.04.2014;     28,46
22.04.2014;     28,44
02.05.2014;     28,41
08.05.2014;     28,39
15.05.2014;     28,37
22.05.2014;     28,35
01.06.2014;     28,33
09.06.2014;     28,31
15.06.2014;     28,30
22.06.2014;     28,28
02.07.2014;     28,27
08.07.2014;     28,26
15.07.2014;     28,25
21.07.2014;     28,23
01.08.2014;     28,22
08.08.2014;     28,21
15.08.2014;     28,20
22.08.2014;     28,20
01.09.2014;     28,18
08.09.2014;     28,17
15.09.2014;     28,16
22.09.2014;     28,15
30.09.2014;     28,14
08.10.2014;     28,13
16.10.2014;     28,12
22.10.2014;     28,12
01.11.2014;     28,11
07.11.2014;     28,11
14.11.2014;     28,10
23.11.2014;     28,09
08.12.2014;     28,09
15.12.2014;     28,09
22.12.2014;     28,08
02.01.2015;     28,09
08.01.2015;     28,10
15.01.2015;     28,14
24.01.2015;     28,18
02.02.2015;     28,22
09.02.2015;     28,24
16.02.2015;     28,26
22.02.2015;     28,28
02.03.2015;     28,30
09.03.2015;     28,31
16.03.2015;     28,32
22.03.2015;     28,32
01.04.2015;     28,33
08.04.2015;     28,34
15.04.2015;     28,35
22.04.2015;     28,35
30.04.2015;     28,34
08.05.2015;     28,33
16.05.2015;     28,31
23.05.2015;     28,29
01.06.2015;     28,27
10.06.2015;     28,24
15.06.2015;     28,20
22.06.2015;     28,18
02.07.2015;     28,15
08.07.2015;     28,13
15.07.2015;     28,11
22.07.2015;     28,10
01.08.2015;     28,08
09.08.2015;     28,07
15.08.2015;     28,06
23.08.2015;     28,06
01.09.2015;     28,06
07.09.2015;     28,04
15.09.2015;     28,05
22.09.2015;     28,04
01.10.2015;     28,04
08.10.2015;     28,03
16.10.2015;     28,02
23.10.2015;     28,04
02.11.2015;     28,05
09.11.2015;     28,06
16.11.2015;     28,06
22.11.2015;     28,08
02.12.2015;     28,14
09.12.2015;     28,22
14.12.2015;     28,25
01.01.2016;     28,35
09.01.2016;     28,37
16.01.2016;     28,38
22.01.2016;     28,40
01.02.2016;     28,42
08.02.2016;     28,44
16.02.2016;     28,45
23.02.2016;     28,47
02.03.2016;     28,50
08.03.2016;     28,51
15.03.2016;     28,52
22.03.2016;     28,52
01.04.2016;     28,51
09.04.2016;     28,51
16.04.2016;     28,51
24.04.2016;     28,49
01.05.2016;     28,46
08.05.2016;     28,44
16.05.2016;     28,40
22.05.2016;     28,38
01.06.2016;     28,34
08.06.2016;     28,31
15.06.2016;     28,29
22.06.2016;     28,26
01.07.2016;     28,23
08.07.2016;     28,22
15.07.2016;     28,20
22.07.2016;     28,18
02.08.2016;     28,15
08.08.2016;     28,14
16.08.2016;     28,12
22.08.2016;     28,11
01.09.2016;     28,09
08.09.2016;     28,07
15.09.2016;     28,06
22.09.2016;     28,04
02.10.2016;     28,02
08.10.2016;     28,02
16.10.2016;     28,01
23.10.2016;     28,00
01.11.2016;     28,01
08.11.2016;     28,01
16.11.2016;     28,00
23.11.2016;     28,00
01.12.2016;     27,99
09.12.2016;     27,99
16.12.2016;     28,00
22.12.2016;     28,00
01.01.2017;     28,01
08.01.2017;     28,02
16.01.2017;     28,04
22.01.2017;     28,06
01.02.2017;     28,07
08.02.2017;     28,07
15.02.2017;     28,08
22.02.2017;     28,10
01.03.2017;     28,10
08.03.2017;     28,12
15.03.2017;     28,13
24.03.2017;     28,16
01.04.2017;     28,17
08.04.2017;     28,18
17.04.2017;     28,19
24.04.2017;     28,18
01.05.2017;     28,17
09.05.2017;     28,16
15.05.2017;     28,16
22.05.2017;     28,13
01.06.2017;     28,11
08.06.2017;     28,09
15.06.2017;     28,07
22.06.2017;     28,03
03.07.2017;     28,29
09.07.2017;     28,40
16.07.2017;     28,45
23.07.2017;     28,48
01.08.2017;     28,68
15.08.2017;     28,78
22.08.2017;     28,82
02.09.2017;     28,75
09.09.2017;     28,74
15.09.2017;     28,68
22.09.2017;     28,65
01.10.2017;     28,61
08.10.2017;     28,60
16.10.2017;     28,59
22.10.2017;     28,60
01.11.2017;     28,58
08.11.2017;     28,62
15.11.2017;     28,67
22.11.2017;     28,70
04.12.2017;     28,73
09.12.2017;     28,76
16.12.2017;     28,78
22.12.2017;     28,80
01.01.2018;     28,82
08.01.2018;     28,84
14.01.2018;     28,86
21.01.2018;     28,87
01.02.2018;     28,90
08.02.2018;     28,92
16.02.2018;     28,92
22.02.2018;     28,89
01.03.2018;     28,88
08.03.2018;     28,85
16.03.2018;     28,83
22.03.2018;     28,83
01.04.2018;     28,83
09.04.2018;     28,89
15.04.2018;     28,90
22.04.2018;     28,89
01.05.2018;     28,84
16.05.2018;     28,72
22.05.2018;     28,68
02.06.2018;     28,60
09.06.2018;     28,57
16.06.2018;     28,52
23.06.2018;     28,49
02.07.2018;     28,46
08.07.2018;     28,43
16.07.2018;     28,50
22.07.2018;     28,45
02.08.2018;     28,40
09.08.2018;     28,40
16.08.2018;     28,37
23.08.2018;     28,36
01.09.2018;     28,33
09.09.2018;     28,30
15.09.2018;     28,28
22.09.2018;     28,26
01.10.2018;     28,25
08.10.2018;     28,23
15.10.2018;     28,21
22.10.2018;     28,20
10.11.2018;     28,17
16.11.2018;     28,16
22.11.2018;     28,16
01.12.2018;     28,15
08.12.2018;     28,15
15.12.2018;     28,14
22.12.2018;     28,14
02.01.2019;     28,14
09.01.2019;     28,14
17.01.2019;     28,15
22.01.2019;     28,16
02.02.2019;     28,16
09.02.2019;     28,16
16.02.2019;     28,17
23.02.2019;     28,17
02.03.2019;     28,18
09.03.2019;     28,18
16.03.2019;     28,19
23.03.2019;     28,20
31.03.2019;     28,22
07.04.2019;     28,22
14.04.2019;     28,23
21.04.2019;     28,21
02.05.2019;     28,19
09.05.2019;     28,17
16.05.2019;     28,14
23.05.2019;     28,12
02.06.2019;     28,11
09.06.2019;     28,10
22.06.2019;     28,08
30.06.2019;     28,06
08.07.2019;     28,06
14.07.2019;     28,04
21.07.2019;     28,02
01.08.2019;     28,01
07.08.2019;     27,99
15.08.2019;     27,98
22.08.2019;     27,97
01.09.2019;     27,95
08.09.2019;     27,94
15.09.2019;     27,93
22.09.2019;     27,92
01.10.2019;     27,92
08.10.2019;     27,93
16.10.2019;     27,92
22.10.2019;     27,92
01.11.2019;     27,93
08.11.2019;     27,94
16.11.2019;     27,97
24.11.2019;     28,00
01.12.2019;     28,02
08.12.2019;     28,03
15.12.2019;     28,05
22.12.2019;     28,07
01.01.2020;     28,09
08.01.2020;     28,11
15.01.2020;     28,12
22.01.2020;     28,13
01.02.2020;     28,14
08.02.2020;     28,15
15.02.2020;     28,16
22.02.2020;     28,17
01.03.2020;     28,19
08.03.2020;     28,21
15.03.2020;     28,23
22.03.2020;     28,25
01.04.2020;     28,27
08.04.2020;     28,29
15.04.2020;     28,29
22.04.2020;     28,28
02.05.2020;     28,27
09.05.2020;     28,26
16.05.2020;     28,24
23.05.2020;     28,21
01.06.2020;     28,19
07.06.2020;     28,16
14.06.2020;     28,14
21.06.2020;     28,14
01.07.2020;     28,12
08.07.2020;     28,10
15.07.2020;     28,09
22.07.2020;     28,07
01.08.2020;     28,05
08.08.2020;     28,03
15.08.2020;     28,00
22.08.2020;     27,99
01.09.2020;     27,97
08.09.2020;     27,96
15.09.2020;     27,94
22.09.2020;     27,93
03.10.2020;     27,92
10.10.2020;     27,91
17.10.2020;     27,91
24.10.2020;     27,92
01.11.2020;     27,92
08.11.2020;     27,93
15.11.2020;     27,95
22.11.2020;     27,95
01.12.2020;     27,94
08.12.2020;     27,95
15.12.2020;     27,94
22.12.2020;     27,94
02.01.2021;     27,95
09.01.2021;     27,99
16.01.2021;     27,97
23.01.2021;     28,00
31.01.2021;     28,03
07.02.2021;     28,07
14.02.2021;     28,13
21.02.2021;     28,17
28.02.2021;     28,20
07.03.2021;     28,23
14.03.2021;     28,25
16.03.2021;     28,29
21.03.2021;     28,27
02.04.2021;     28,28
09.04.2021;     28,29
23.04.2021;     28,28
01.05.2021;     28,28
08.05.2021;     28,27
15.05.2021;     28,28
22.05.2021;     28,28
01.06.2021;     28,27
08.06.2021;     28,26
15.06.2021;     28,22
22.06.2021;     28,19
01.07.2021;     28,18
08.07.2021;     28,19
15.07.2021;     28,18
22.07.2021;     28,19
01.08.2021;     28,17
08.08.2021;     28,14
15.08.2021;     28,12
22.08.2021;     28,10
01.09.2021;     28,09
08.09.2021;     28,09
15.09.2021;     28,08
22.09.2021;     28,08
01.10.2021;     28,07
08.10.2021;     28,07
15.10.2021;     28,07
22.10.2021;     28,06
31.10.2021;     28,07
07.11.2021;     28,07
14.11.2021;     28,08
21.11.2021;     28,10
01.12.2021;     28,10
08.12.2021;     28,10
15.12.2021;     28,11
22.12.2021;     28,12
02.01.2022;     28,14
09.01.2022;     28,17
16.01.2022;     28,21
23.01.2022;     28,23
01.02.2022;     28,27
08.02.2022;     28,29
15.02.2022;     28,31
22.02.2022;     28,33
01.03.2022;     28,34
07.03.2022;     28,36
14.03.2022;     28,38
22.03.2022;     28,38
02.04.2022;     28,38
09.04.2022;     28,38
16.04.2022;     28,38
23.04.2022;     28,37
